AdjClose_Lag1,Diff_HighLow_Lag1,Diff_OpenClose_Lag1,Volume_Lag1,AdjClose_Lag2,Diff_HighLow_Lag2,Diff_OpenClose_Lag2,Volume_Lag2,AdjClose_Lag3,Diff_HighLow_Lag3,Diff_OpenClose_Lag3,Volume_Lag3
62.944786071777344,0.529998779296875,-0.2700042724609375,2512900.0,62.6275749206543,0.5300064086914062,0.09000396728515625,2634600.0,62.71940231323242,0.6500015258789062,-0.6100006103515625,5037200.0
62.77783966064453,0.3300018310546875,-0.029998779296875,2511200.0,62.944786071777344,0.529998779296875,-0.2700042724609375,2512900.0,62.6275749206543,0.5300064086914062,0.09000396728515625,2634600.0
62.61091995239258,0.48000335693359375,0.09999847412109375,1407900.0,62.77783966064453,0.3300018310546875,-0.029998779296875,2511200.0,62.944786071777344,0.529998779296875,-0.2700042724609375,2512900.0
62.80286407470703,0.3000030517578125,-0.04999542236328125,1421900.0,62.61091995239258,0.48000335693359375,0.09999847412109375,1407900.0,62.77783966064453,0.3300018310546875,-0.029998779296875,2511200.0
63.23690032958984,0.5499954223632812,-0.1399993896484375,1403700.0,62.80286407470703,0.3000030517578125,-0.04999542236328125,1421900.0,62.61091995239258,0.48000335693359375,0.09999847412109375,1407900.0
63.245262145996094,0.29000091552734375,-0.0099945068359375,1248500.0,63.23690032958984,0.5499954223632812,-0.1399993896484375,1403700.0,62.80286407470703,0.3000030517578125,-0.04999542236328125,1421900.0
63.178497314453125,0.3600006103515625,0.05999755859375,2745100.0,63.245262145996094,0.29000091552734375,-0.0099945068359375,1248500.0,63.23690032958984,0.5499954223632812,-0.1399993896484375,1403700.0
63.29534912109375,0.5500030517578125,-0.43000030517578125,1109100.0,63.178497314453125,0.3600006103515625,0.05999755859375,2745100.0,63.245262145996094,0.29000091552734375,-0.0099945068359375,1248500.0
63.245262145996094,0.32000732421875,-0.089996337890625,1211300.0,63.29534912109375,0.5500030517578125,-0.43000030517578125,1109100.0,63.178497314453125,0.3600006103515625,0.05999755859375,2745100.0
63.67930221557617,0.5,-0.18000030517578125,1534800.0,63.245262145996094,0.32000732421875,-0.089996337890625,1211300.0,63.29534912109375,0.5500030517578125,-0.43000030517578125,1109100.0
63.854583740234375,0.5,-0.18000030517578125,2173800.0,63.67930221557617,0.5,-0.18000030517578125,1534800.0,63.245262145996094,0.32000732421875,-0.089996337890625,1211300.0
64.18848419189453,0.5699996948242188,-0.40000152587890625,3583900.0,63.854583740234375,0.5,-0.18000030517578125,2173800.0,63.67930221557617,0.5,-0.18000030517578125,1534800.0
64.26358795166016,0.3000030517578125,-0.05999755859375,2295000.0,64.18848419189453,0.5699996948242188,-0.40000152587890625,3583900.0,63.854583740234375,0.5,-0.18000030517578125,2173800.0
64.3387222290039,0.5800018310546875,-0.160003662109375,5386800.0,64.26358795166016,0.3000030517578125,-0.05999755859375,2295000.0,64.18848419189453,0.5699996948242188,-0.40000152587890625,3583900.0
64.69764709472656,0.40999603271484375,-0.1300048828125,2997100.0,64.3387222290039,0.5800018310546875,-0.160003662109375,5386800.0,64.26358795166016,0.3000030517578125,-0.05999755859375,2295000.0
64.63922119140625,0.45999908447265625,0.15999603271484375,1634100.0,64.69764709472656,0.40999603271484375,-0.1300048828125,2997100.0,64.3387222290039,0.5800018310546875,-0.160003662109375,5386800.0
64.85623931884766,0.529998779296875,-0.3600006103515625,2279300.0,64.63922119140625,0.45999908447265625,0.15999603271484375,1634100.0,64.69764709472656,0.40999603271484375,-0.1300048828125,2997100.0
64.59747314453125,0.5600051879882812,0.3000030517578125,2074200.0,64.85623931884766,0.529998779296875,-0.3600006103515625,2279300.0,64.63922119140625,0.45999908447265625,0.15999603271484375,1634100.0
64.48060607910156,0.34999847412109375,0.0800018310546875,2611300.0,64.59747314453125,0.5600051879882812,0.3000030517578125,2074200.0,64.85623931884766,0.529998779296875,-0.3600006103515625,2279300.0
65.10665130615234,0.5,-0.220001220703125,2550000.0,64.48060607910156,0.34999847412109375,0.0800018310546875,2611300.0,64.59747314453125,0.5600051879882812,0.3000030517578125,2074200.0
64.42217254638672,0.5900039672851562,0.45999908447265625,2457700.0,65.10665130615234,0.5,-0.220001220703125,2550000.0,64.48060607910156,0.34999847412109375,0.0800018310546875,2611300.0
65.03152465820312,0.5699996948242188,-0.29000091552734375,1609800.0,64.42217254638672,0.5900039672851562,0.45999908447265625,2457700.0,65.10665130615234,0.5,-0.220001220703125,2550000.0
65.14836883544922,0.45999908447265625,-0.37000274658203125,1739400.0,65.03152465820312,0.5699996948242188,-0.29000091552734375,1609800.0,64.42217254638672,0.5900039672851562,0.45999908447265625,2457700.0
65.03152465820312,0.7699966430664062,0.1399993896484375,2260100.0,65.14836883544922,0.45999908447265625,-0.37000274658203125,1739400.0,65.03152465820312,0.5699996948242188,-0.29000091552734375,1609800.0
65.4238510131836,0.3699951171875,-0.34999847412109375,4399000.0,65.03152465820312,0.7699966430664062,0.1399993896484375,2260100.0,65.14836883544922,0.45999908447265625,-0.37000274658203125,1739400.0
65.3904037475586,0.25,0.0200042724609375,2112700.0,65.4238510131836,0.3699951171875,-0.34999847412109375,4399000.0,65.03152465820312,0.7699966430664062,0.1399993896484375,2260100.0
65.49895477294922,0.31999969482421875,-0.1300048828125,1568600.0,65.3904037475586,0.25,0.0200042724609375,2112700.0,65.4238510131836,0.3699951171875,-0.34999847412109375,4399000.0
65.59078216552734,0.45000457763671875,0.09999847412109375,1346500.0,65.49895477294922,0.31999969482421875,-0.1300048828125,1568600.0,65.3904037475586,0.25,0.0200042724609375,2112700.0
