Date,Open,High,Low,Close,AdjClose,Volume
2013-01-02,74.52999877929688,75.1500015258789,74.5,75.13999938964844,62.71940231323242,5037200
2013-01-03,75.12000274658203,75.37000274658203,74.83999633789062,75.02999877929688,62.6275749206543,2634600
2013-01-04,75.13999938964844,75.5199966430664,74.98999786376953,75.41000366210938,62.944786071777344,2512900
2013-01-07,75.18000030517578,75.27999877929688,74.94999694824219,75.20999908447266,62.77783966064453,2511200
2013-01-08,75.11000061035156,75.18000030517578,74.69999694824219,75.01000213623047,62.61091995239258,1407900
2013-01-09,75.19000244140625,75.41000366210938,75.11000061035156,75.23999786376953,62.80286407470703,1421900
2013-01-10,75.62000274658203,75.7699966430664,75.22000122070312,75.76000213623047,63.236900329589844,1403700
2013-01-11,75.76000213623047,75.80000305175781,75.51000213623047,75.7699966430664,63.245262145996094,1248500
2013-01-14,75.75,75.80000305175781,75.44000244140625,75.69000244140625,63.178497314453125,2745100
2013-01-15,75.4000015258789,75.88999938964844,75.33999633789062,75.83000183105469,63.29534912109375,1109100
2013-01-16,75.68000030517578,75.91000366210938,75.58999633789062,75.7699966430664,63.245262145996094,1211300
2013-01-17,76.11000061035156,76.5,76.0,76.29000091552734,63.67930221557617,1534800
2013-01-18,76.31999969482422,76.54000091552734,76.04000091552734,76.5,63.854583740234375,2173800
2013-01-22,76.5,76.9000015258789,76.33000183105469,76.9000015258789,64.18848419189453,3583900
2013-01-23,76.93000030517578,77.08000183105469,76.77999877929688,76.98999786376953,64.26358795166016,2295000
2013-01-24,76.91999816894531,77.44000244140625,76.86000061035156,77.08000183105469,64.3387222290039,5386800
2013-01-25,77.37999725341797,77.52999877929688,77.12000274658203,77.51000213623047,64.69764709472656,2997100
2013-01-28,77.5999984741211,77.61000061035156,77.1500015258789,77.44000244140625,64.63922119140625,1634100
2013-01-29,77.33999633789062,77.7699966430664,77.23999786376953,77.69999694824219,64.85623931884766,2279300
2013-01-30,77.69000244140625,77.83000183105469,77.2699966430664,77.38999938964844,64.59747314453125,2074200
2013-01-31,77.33000183105469,77.5,77.1500015258789,77.25,64.48060607910156,2611300
2013-02-01,77.77999877929688,78.11000061035156,77.61000061035156,78.0,65.10665130615234,2550000
2013-02-04,77.63999938964844,77.72000122070312,77.12999725341797,77.18000030517578,64.42217254638672,2457700
2013-02-05,77.62000274658203,78.11000061035156,77.54000091552734,77.91000366210938,65.03152465820312,1609800
2013-02-06,77.68000030517578,78.05999755859375,77.5999984741211,78.05000305175781,65.14836883544922,1739400
2013-02-07,78.05000305175781,78.12999725341797,77.36000061035156,77.91000366210938,65.03152465820312,2260100
2013-02-08,78.02999877929688,78.37999725341797,78.01000213623047,78.37999725341797,65.4238510131836,4399000
2013-02-11,78.36000061035156,78.38999938964844,78.13999938964844,78.33999633789062,65.3904037475586,2112700
2013-02-12,78.33999633789062,78.5999984741211,78.27999877929688,78.47000122070312,65.49895477294922,1568600
2013-02-13,78.68000030517578,78.79000091552734,78.33999633789062,78.58000183105469,65.59078216552734,1346500
2013-02-14,78.3499984741211,78.75,78.27999877929688,78.68000030517578,65.67424774169922,1287500
2013-02-15,78.75,78.83000183105469,78.31999969482422,78.58999633789062,65.59912872314453,1248400
2013-02-19,78.70999908447266,79.16000366210938,78.70999908447266,79.13999938964844,66.05821228027344,1763000
2013-02-20,79.11000061035156,79.12999725341797,78.08000183105469,78.08999633789062,65.1817626953125,2507600
2013-02-21,77.88999938964844,77.88999938964844,77.25,77.55999755859375,64.7394027709961,2641300
2013-02-22,77.91999816894531,78.30999755859375,77.7699966430664,78.30999755859375,65.36540222167969,1833200
2013-02-25,78.68000030517578,78.77999877929688,76.8499984741211,76.87000274658203,64.16344451904297,1979400
2013-02-26,77.19000244140625,77.44000244140625,76.66999816894531,77.36000061035156,64.57242584228516,2505700
2013-02-27,77.2699966430664,78.52999877929688,77.26000213623047,78.30999755859375,65.36540222167969,1442500
2013-02-28,78.30999755859375,78.80999755859375,78.12999725341797,78.23999786376953,65.30697631835938,1564400
2013-03-01,77.95999908447266,78.5,77.51000213623047,78.41999816894531,65.45724487304688,1884800
2013-03-04,78.23999786376953,78.77999877929688,78.0999984741211,78.77999877929688,65.75770568847656,1418100
2013-03-05,79.1500015258789,79.72000122070312,79.0999984741211,79.56999969482422,66.4171142578125,1855000
2013-03-06,79.83999633789062,79.88999938964844,79.5199966430664,79.69000244140625,66.51727294921875,2045000
2013-03-07,79.80000305175781,79.94999694824219,79.72000122070312,79.87999725341797,66.6759033203125,1564000
2013-03-08,80.2300033569336,80.36000061035156,79.81999969482422,80.2699966430664,67.00143432617188,1984200
2013-03-11,80.19000244140625,80.52999877929688,80.08999633789062,80.5,67.19339752197266,1610000
2013-03-12,80.47000122070312,80.56999969482422,80.12000274658203,80.36000061035156,67.0765151977539,1505700
2013-03-13,80.37000274658203,80.61000061035156,80.1500015258789,80.51000213623047,67.20173645019531,1021900
2013-03-14,80.72000122070312,80.98999786376953,80.68000030517578,80.95999908447266,67.5773696899414,1328200
2013-03-15,80.9000015258789,80.97000122070312,80.5999984741211,80.87000274658203,67.50225830078125,1850700
2013-03-18,80.13999938964844,80.7699966430664,80.0,80.43000030517578,67.13497161865234,1983400
2013-03-19,80.5999984741211,80.72000122070312,79.69000244140625,80.20999908447266,66.95133209228516,1522500
2013-03-20,80.6500015258789,80.93000030517578,80.55999755859375,80.80999755859375,67.4521713256836,1475900
2013-03-21,80.33999633789062,80.61000061035156,79.98999786376953,80.16000366210938,66.90960693359375,1418500
2013-03-22,80.02999877929688,80.31999969482422,79.97000122070312,80.29000091552734,67.3238296508789,1648200
2013-03-25,80.55000305175781,80.69999694824219,79.72000122070312,80.0199966430664,67.09744262695312,2905700
2013-03-26,80.33999633789062,80.62999725341797,80.23999786376953,80.62000274658203,67.60054016113281,1322900
2013-03-27,80.16000366210938,80.70999908447266,80.01000213623047,80.68000030517578,67.65083312988281,2494200
2013-03-28,80.66999816894531,81.0199966430664,80.58000183105469,80.95999908447266,67.8856201171875,1897700
2013-04-01,80.94999694824219,81.05999755859375,80.31999969482422,80.52999877929688,67.52508544921875,3097600
2013-04-02,80.86000061035156,81.04000091552734,80.54000091552734,80.7699966430664,67.72631072998047,2480900
2013-04-03,80.81999969482422,80.87999725341797,79.68000030517578,79.88999938964844,66.98843383789062,2266100
2013-04-04,80.01000213623047,80.33000183105469,79.81999969482422,80.23999786376953,67.28189086914062,1317800
2013-04-05,79.26000213623047,80.01000213623047,79.13999938964844,79.95999908447266,67.047119140625,1533500
