AdjClose_Lag1,Diff_HighLow_Lag1,Diff_OpenClose_Lag1,Volume_Lag1,AdjClose_Lag2,Diff_HighLow_Lag2,Diff_OpenClose_Lag2,Volume_Lag2,AdjClose_Lag3,Diff_HighLow_Lag3,Diff_OpenClose_Lag3,Volume_Lag3,AdjClose_Lag4,Diff_HighLow_Lag4,Diff_OpenClose_Lag4,Volume_Lag4,AdjClose_Lag5,Diff_HighLow_Lag5,Diff_OpenClose_Lag5,Volume_Lag5,AdjClose_Lag6,Diff_HighLow_Lag6,Diff_OpenClose_Lag6,Volume_Lag6,AdjClose_Lag7,Diff_HighLow_Lag7,Diff_OpenClose_Lag7,Volume_Lag7
117.38921356201172,0.25,0.089996337890625,1241700.0,117.33460235595705,0.410003662109375,-0.05999755859375,1792300.0,117.0524444580078,0.4199981689453125,-0.290008544921875,1531300.0,116.833984375,0.4099884033203125,-0.1300048828125,1493200.0,116.87037658691406,0.290008544921875,-0.1699981689453125,1692500.0,116.81578826904295,0.339996337890625,-0.3000030517578125,2264200.0,116.36978149414062,0.7600021362304688,-0.6999969482421875,1346500.0
117.5803451538086,0.6100006103515625,-0.079986572265625,1729200.0,117.38921356201172,0.25,0.089996337890625,1241700.0,117.33460235595705,0.410003662109375,-0.05999755859375,1792300.0,117.0524444580078,0.4199981689453125,-0.290008544921875,1531300.0,116.833984375,0.4099884033203125,-0.1300048828125,1493200.0,116.87037658691406,0.290008544921875,-0.1699981689453125,1692500.0,116.81578826904295,0.339996337890625,-0.3000030517578125,2264200.0
117.25267791748048,0.410003662109375,0.29998779296875,1730600.0,117.5803451538086,0.6100006103515625,-0.079986572265625,1729200.0,117.38921356201172,0.25,0.089996337890625,1241700.0,117.33460235595705,0.410003662109375,-0.05999755859375,1792300.0,117.0524444580078,0.4199981689453125,-0.290008544921875,1531300.0,116.833984375,0.4099884033203125,-0.1300048828125,1493200.0,116.87037658691406,0.290008544921875,-0.1699981689453125,1692500.0
117.3468246459961,0.45000457763673296,-0.2299957275390625,1601600.0,117.25267791748048,0.410003662109375,0.29998779296875,1730600.0,117.5803451538086,0.6100006103515625,-0.079986572265625,1729200.0,117.38921356201172,0.25,0.089996337890625,1241700.0,117.33460235595705,0.410003662109375,-0.05999755859375,1792300.0,117.0524444580078,0.4199981689453125,-0.290008544921875,1531300.0,116.833984375,0.4099884033203125,-0.1300048828125,1493200.0
117.15486907958984,0.7399902343750142,0.0800018310546875,2186000.0,117.3468246459961,0.45000457763673296,-0.2299957275390625,1601600.0,117.25267791748048,0.410003662109375,0.29998779296875,1730600.0,117.5803451538086,0.6100006103515625,-0.079986572265625,1729200.0,117.38921356201172,0.25,0.089996337890625,1241700.0,117.33460235595705,0.410003662109375,-0.05999755859375,1792300.0,117.0524444580078,0.4199981689453125,-0.290008544921875,1531300.0
117.18228912353516,0.399993896484375,0.160003662109375,1851500.0,117.15486907958984,0.7399902343750142,0.0800018310546875,2186000.0,117.3468246459961,0.45000457763673296,-0.2299957275390625,1601600.0,117.25267791748048,0.410003662109375,0.29998779296875,1730600.0,117.5803451538086,0.6100006103515625,-0.079986572265625,1729200.0,117.38921356201172,0.25,0.089996337890625,1241700.0,117.33460235595705,0.410003662109375,-0.05999755859375,1792300.0
117.82219696044922,0.9300079345703125,-0.0500030517578125,2374400.0,117.18228912353516,0.399993896484375,0.160003662109375,1851500.0,117.15486907958984,0.7399902343750142,0.0800018310546875,2186000.0,117.3468246459961,0.45000457763673296,-0.2299957275390625,1601600.0,117.25267791748048,0.410003662109375,0.29998779296875,1730600.0,117.5803451538086,0.6100006103515625,-0.079986572265625,1729200.0,117.38921356201172,0.25,0.089996337890625,1241700.0
118.01416015625,0.470001220703125,-0.279998779296875,1484800.0,117.82219696044922,0.9300079345703125,-0.0500030517578125,2374400.0,117.18228912353516,0.399993896484375,0.160003662109375,1851500.0,117.15486907958984,0.7399902343750142,0.0800018310546875,2186000.0,117.3468246459961,0.45000457763673296,-0.2299957275390625,1601600.0,117.25267791748048,0.410003662109375,0.29998779296875,1730600.0,117.5803451538086,0.6100006103515625,-0.079986572265625,1729200.0
118.39810180664062,0.5500030517578125,-0.5,1720600.0,118.01416015625,0.470001220703125,-0.279998779296875,1484800.0,117.82219696044922,0.9300079345703125,-0.0500030517578125,2374400.0,117.18228912353516,0.399993896484375,0.160003662109375,1851500.0,117.15486907958984,0.7399902343750142,0.0800018310546875,2186000.0,117.3468246459961,0.45000457763673296,-0.2299957275390625,1601600.0,117.25267791748048,0.410003662109375,0.29998779296875,1730600.0
119.01968383789062,0.649993896484375,-0.55999755859375,2678000.0,118.39810180664062,0.5500030517578125,-0.5,1720600.0,118.01416015625,0.470001220703125,-0.279998779296875,1484800.0,117.82219696044922,0.9300079345703125,-0.0500030517578125,2374400.0,117.18228912353516,0.399993896484375,0.160003662109375,1851500.0,117.15486907958984,0.7399902343750142,0.0800018310546875,2186000.0,117.3468246459961,0.45000457763673296,-0.2299957275390625,1601600.0
