Date,AdjClose,Volume,Month,DayOfMonth,DayOfWeek,Diff_HighLow,Diff_OpenClose,AdjClose_Lag1,Diff_HighLow_Lag1,Diff_OpenClose_Lag1,Volume_Lag1,AdjClose_Lag2,Diff_HighLow_Lag2,Diff_OpenClose_Lag2,Volume_Lag2,AdjClose_Lag3,Diff_HighLow_Lag3,Diff_OpenClose_Lag3,Volume_Lag3,AdjClose_Lag4,Diff_HighLow_Lag4,Diff_OpenClose_Lag4,Volume_Lag4,AdjClose_Lag5,Diff_HighLow_Lag5,Diff_OpenClose_Lag5,Volume_Lag5,AdjClose_Lag6,Diff_HighLow_Lag6,Diff_OpenClose_Lag6,Volume_Lag6,AdjClose_Lag7,Diff_HighLow_Lag7,Diff_OpenClose_Lag7,Volume_Lag7
2018-01-05,128.94554138183594,2188500,1,5,4,0.720001220703125,-0.3499908447265625,128.1922607421875,0.459991455078125,-0.1300048828125,2572400.0,127.7054214477539,0.8000030517578125,-0.6300048828125,3052300.0,126.97055053710938,0.7899932861328125,-0.470001220703125,3699700.0,126.07947540283205,0.95001220703125,0.8300018310546875,2256500.0,126.5479736328125,0.3000030517578125,0.029998779296875,2936500.0,126.27239990234376,0.3800048828125,0.1199951171875,2242400.0,126.22642517089844,0.230010986328125,-0.07000732421875,2051300.0
2018-01-08,129.23947143554688,2655300,1,8,0,0.6699981689453125,-0.3800048828125,128.94554138183594,0.720001220703125,-0.3499908447265625,2188500.0,128.1922607421875,0.459991455078125,-0.1300048828125,2572400.0,127.7054214477539,0.8000030517578125,-0.6300048828125,3052300.0,126.97055053710938,0.7899932861328125,-0.470001220703125,3699700.0,126.07947540283205,0.95001220703125,0.8300018310546875,2256500.0,126.5479736328125,0.3000030517578125,0.029998779296875,2936500.0,126.27239990234376,0.3800048828125,0.1199951171875,2242400.0
2018-01-09,129.47837829589844,2625200,1,9,1,0.5999908447265625,-0.029998779296875,129.23947143554688,0.6699981689453125,-0.3800048828125,2655300.0,128.94554138183594,0.720001220703125,-0.3499908447265625,2188500.0,128.1922607421875,0.459991455078125,-0.1300048828125,2572400.0,127.7054214477539,0.8000030517578125,-0.6300048828125,3052300.0,126.97055053710938,0.7899932861328125,-0.470001220703125,3699700.0,126.07947540283205,0.95001220703125,0.8300018310546875,2256500.0,126.5479736328125,0.3000030517578125,0.029998779296875,2936500.0
2018-01-10,129.27622985839844,2014900,1,10,2,0.779998779296875,-0.1599884033203125,129.47837829589844,0.5999908447265625,-0.029998779296875,2625200.0,129.23947143554688,0.6699981689453125,-0.3800048828125,2655300.0,128.94554138183594,0.720001220703125,-0.3499908447265625,2188500.0,128.1922607421875,0.459991455078125,-0.1300048828125,2572400.0,127.7054214477539,0.8000030517578125,-0.6300048828125,3052300.0,126.97055053710938,0.7899932861328125,-0.470001220703125,3699700.0,126.07947540283205,0.95001220703125,0.8300018310546875,2256500.0
2018-01-11,130.36940002441406,2188000,1,11,3,0.9499969482421875,-0.9199981689453125,129.27622985839844,0.779998779296875,-0.1599884033203125,2014900.0,129.47837829589844,0.5999908447265625,-0.029998779296875,2625200.0,129.23947143554688,0.6699981689453125,-0.3800048828125,2655300.0,128.94554138183594,0.720001220703125,-0.3499908447265625,2188500.0,128.1922607421875,0.459991455078125,-0.1300048828125,2572400.0,127.7054214477539,0.8000030517578125,-0.6300048828125,3052300.0,126.97055053710938,0.7899932861328125,-0.470001220703125,3699700.0
2018-01-12,131.1318817138672,2661800,1,12,4,0.850006103515625,-0.6699981689453125,130.36940002441406,0.9499969482421875,-0.9199981689453125,2188000.0,129.27622985839844,0.779998779296875,-0.1599884033203125,2014900.0,129.47837829589844,0.5999908447265625,-0.029998779296875,2625200.0,129.23947143554688,0.6699981689453125,-0.3800048828125,2655300.0,128.94554138183594,0.720001220703125,-0.3499908447265625,2188500.0,128.1922607421875,0.459991455078125,-0.1300048828125,2572400.0,127.7054214477539,0.8000030517578125,-0.6300048828125,3052300.0
2018-01-16,130.55307006835938,3973400,1,16,1,2.1100006103515625,1.410003662109375,131.1318817138672,0.850006103515625,-0.6699981689453125,2661800.0,130.36940002441406,0.9499969482421875,-0.9199981689453125,2188000.0,129.27622985839844,0.779998779296875,-0.1599884033203125,2014900.0,129.47837829589844,0.5999908447265625,-0.029998779296875,2625200.0,129.23947143554688,0.6699981689453125,-0.3800048828125,2655300.0,128.94554138183594,0.720001220703125,-0.3499908447265625,2188500.0,128.1922607421875,0.459991455078125,-0.1300048828125,2572400.0
2018-01-17,131.7565155029297,2756400,1,17,2,1.3899993896484375,-0.709991455078125,130.55307006835938,2.1100006103515625,1.410003662109375,3973400.0,131.1318817138672,0.850006103515625,-0.6699981689453125,2661800.0,130.36940002441406,0.9499969482421875,-0.9199981689453125,2188000.0,129.27622985839844,0.779998779296875,-0.1599884033203125,2014900.0,129.47837829589844,0.5999908447265625,-0.029998779296875,2625200.0,129.23947143554688,0.6699981689453125,-0.3800048828125,2655300.0,128.94554138183594,0.720001220703125,-0.3499908447265625,2188500.0
2018-01-18,131.52684020996094,2705800,1,18,3,0.6800079345703125,0.2400054931640625,131.7565155029297,1.3899993896484375,-0.709991455078125,2756400.0,130.55307006835938,2.1100006103515625,1.410003662109375,3973400.0,131.1318817138672,0.850006103515625,-0.6699981689453125,2661800.0,130.36940002441406,0.9499969482421875,-0.9199981689453125,2188000.0,129.27622985839844,0.779998779296875,-0.1599884033203125,2014900.0,129.47837829589844,0.5999908447265625,-0.029998779296875,2625200.0,129.23947143554688,0.6699981689453125,-0.3800048828125,2655300.0
2018-01-19,132.20660400390625,2119000,1,19,4,0.739990234375,-0.42999267578125,131.52684020996094,0.6800079345703125,0.2400054931640625,2705800.0,131.7565155029297,1.3899993896484375,-0.709991455078125,2756400.0,130.55307006835938,2.1100006103515625,1.410003662109375,3973400.0,131.1318817138672,0.850006103515625,-0.6699981689453125,2661800.0,130.36940002441406,0.9499969482421875,-0.9199981689453125,2188000.0,129.27622985839844,0.779998779296875,-0.1599884033203125,2014900.0,129.47837829589844,0.5999908447265625,-0.029998779296875,2625200.0
2018-01-22,133.2538299560547,2849900,1,22,0,1.220001220703125,-1.220001220703125,132.20660400390625,0.739990234375,-0.42999267578125,2119000.0,131.52684020996094,0.6800079345703125,0.2400054931640625,2705800.0,131.7565155029297,1.3899993896484375,-0.709991455078125,2756400.0,130.55307006835938,2.1100006103515625,1.410003662109375,3973400.0,131.1318817138672,0.850006103515625,-0.6699981689453125,2661800.0,130.36940002441406,0.9499969482421875,-0.9199981689453125,2188000.0,129.27622985839844,0.779998779296875,-0.1599884033203125,2014900.0
2018-01-23,133.58450317382812,2261300,1,23,1,0.6500091552734375,-0.3199920654296875,133.2538299560547,1.220001220703125,-1.220001220703125,2849900.0,132.20660400390625,0.739990234375,-0.42999267578125,2119000.0,131.52684020996094,0.6800079345703125,0.2400054931640625,2705800.0,131.7565155029297,1.3899993896484375,-0.709991455078125,2756400.0,130.55307006835938,2.1100006103515625,1.410003662109375,3973400.0,131.1318817138672,0.850006103515625,-0.6699981689453125,2661800.0,130.36940002441406,0.9499969482421875,-0.9199981689453125,2188000.0
2018-01-24,133.45590209960938,3409300,1,24,2,1.4799957275390625,0.57000732421875,133.58450317382812,0.6500091552734375,-0.3199920654296875,2261300.0,133.2538299560547,1.220001220703125,-1.220001220703125,2849900.0,132.20660400390625,0.739990234375,-0.42999267578125,2119000.0,131.52684020996094,0.6800079345703125,0.2400054931640625,2705800.0,131.7565155029297,1.3899993896484375,-0.709991455078125,2756400.0,130.55307006835938,2.1100006103515625,1.410003662109375,3973400.0,131.1318817138672,0.850006103515625,-0.6699981689453125,2661800.0
2018-01-25,133.5110626220703,4234600,1,25,3,0.970001220703125,0.5,133.45590209960938,1.4799957275390625,0.57000732421875,3409300.0,133.58450317382812,0.6500091552734375,-0.3199920654296875,2261300.0,133.2538299560547,1.220001220703125,-1.220001220703125,2849900.0,132.20660400390625,0.739990234375,-0.42999267578125,2119000.0,131.52684020996094,0.6800079345703125,0.2400054931640625,2705800.0,131.7565155029297,1.3899993896484375,-0.709991455078125,2756400.0,130.55307006835938,2.1100006103515625,1.410003662109375,3973400.0
2018-01-26,134.90736389160156,1995900,1,26,4,1.239990234375,-1.0399932861328125,133.5110626220703,0.970001220703125,0.5,4234600.0,133.45590209960938,1.4799957275390625,0.57000732421875,3409300.0,133.58450317382812,0.6500091552734375,-0.3199920654296875,2261300.0,133.2538299560547,1.220001220703125,-1.220001220703125,2849900.0,132.20660400390625,0.739990234375,-0.42999267578125,2119000.0,131.52684020996094,0.6800079345703125,0.2400054931640625,2705800.0,131.7565155029297,1.3899993896484375,-0.709991455078125,2756400.0
2018-01-29,134.0254669189453,2688200,1,29,0,1.0,0.6800079345703125,134.90736389160156,1.239990234375,-1.0399932861328125,1995900.0,133.5110626220703,0.970001220703125,0.5,4234600.0,133.45590209960938,1.4799957275390625,0.57000732421875,3409300.0,133.58450317382812,0.6500091552734375,-0.3199920654296875,2261300.0,133.2538299560547,1.220001220703125,-1.220001220703125,2849900.0,132.20660400390625,0.739990234375,-0.42999267578125,2119000.0,131.52684020996094,0.6800079345703125,0.2400054931640625,2705800.0
2018-01-30,132.6291961669922,4898200,1,30,1,1.0,0.3600006103515625,134.0254669189453,1.0,0.6800079345703125,2688200.0,134.90736389160156,1.239990234375,-1.0399932861328125,1995900.0,133.5110626220703,0.970001220703125,0.5,4234600.0,133.45590209960938,1.4799957275390625,0.57000732421875,3409300.0,133.58450317382812,0.6500091552734375,-0.3199920654296875,2261300.0,133.2538299560547,1.220001220703125,-1.220001220703125,2849900.0,132.20660400390625,0.739990234375,-0.42999267578125,2119000.0
2018-01-31,132.6751251220703,4670200,1,31,2,1.45001220703125,0.510009765625,132.6291961669922,1.0,0.3600006103515625,4898200.0,134.0254669189453,1.0,0.6800079345703125,2688200.0,134.90736389160156,1.239990234375,-1.0399932861328125,1995900.0,133.5110626220703,0.970001220703125,0.5,4234600.0,133.45590209960938,1.4799957275390625,0.57000732421875,3409300.0,133.58450317382812,0.6500091552734375,-0.3199920654296875,2261300.0,133.2538299560547,1.220001220703125,-1.220001220703125,2849900.0
2018-02-01,132.62002563476562,2924800,2,1,3,1.1800079345703125,-0.3899993896484375,132.6751251220703,1.45001220703125,0.510009765625,4670200.0,132.6291961669922,1.0,0.3600006103515625,4898200.0,134.0254669189453,1.0,0.6800079345703125,2688200.0,134.90736389160156,1.239990234375,-1.0399932861328125,1995900.0,133.5110626220703,0.970001220703125,0.5,4234600.0,133.45590209960938,1.4799957275390625,0.57000732421875,3409300.0,133.58450317382812,0.6500091552734375,-0.3199920654296875,2261300.0
2018-02-02,129.79986572265625,5323600,2,2,4,2.4399871826171875,2.209991455078125,132.62002563476562,1.1800079345703125,-0.3899993896484375,2924800.0,132.6751251220703,1.45001220703125,0.510009765625,4670200.0,132.6291961669922,1.0,0.3600006103515625,4898200.0,134.0254669189453,1.0,0.6800079345703125,2688200.0,134.90736389160156,1.239990234375,-1.0399932861328125,1995900.0,133.5110626220703,0.970001220703125,0.5,4234600.0,133.45590209960938,1.4799957275390625,0.57000732421875,3409300.0
2018-02-05,124.6923599243164,10357400,2,5,0,6.25,4.470001220703125,129.79986572265625,2.4399871826171875,2.209991455078125,5323600.0,132.62002563476562,1.1800079345703125,-0.3899993896484375,2924800.0,132.6751251220703,1.45001220703125,0.510009765625,4670200.0,132.6291961669922,1.0,0.3600006103515625,4898200.0,134.0254669189453,1.0,0.6800079345703125,2688200.0,134.90736389160156,1.239990234375,-1.0399932861328125,1995900.0,133.5110626220703,0.970001220703125,0.5,4234600.0
2018-02-06,126.73170471191406,10791200,2,6,1,5.7400054931640625,-4.70001220703125,124.6923599243164,6.25,4.470001220703125,10357400.0,129.79986572265625,2.4399871826171875,2.209991455078125,5323600.0,132.62002563476562,1.1800079345703125,-0.3899993896484375,2924800.0,132.6751251220703,1.45001220703125,0.510009765625,4670200.0,132.6291961669922,1.0,0.3600006103515625,4898200.0,134.0254669189453,1.0,0.6800079345703125,2688200.0,134.90736389160156,1.239990234375,-1.0399932861328125,1995900.0
2018-02-07,126.1713409423828,6176300,2,7,2,2.209991455078125,0.4799957275390625,126.73170471191406,5.7400054931640625,-4.70001220703125,10791200.0,124.6923599243164,6.25,4.470001220703125,10357400.0,129.79986572265625,2.4399871826171875,2.209991455078125,5323600.0,132.62002563476562,1.1800079345703125,-0.3899993896484375,2924800.0,132.6751251220703,1.45001220703125,0.510009765625,4670200.0,132.6291961669922,1.0,0.3600006103515625,4898200.0,134.0254669189453,1.0,0.6800079345703125,2688200.0
2018-02-08,121.63340759277344,7683300,2,8,3,5.4499969482421875,5.1199951171875,126.1713409423828,2.209991455078125,0.4799957275390625,6176300.0,126.73170471191406,5.7400054931640625,-4.70001220703125,10791200.0,124.6923599243164,6.25,4.470001220703125,10357400.0,129.79986572265625,2.4399871826171875,2.209991455078125,5323600.0,132.62002563476562,1.1800079345703125,-0.3899993896484375,2924800.0,132.6751251220703,1.45001220703125,0.510009765625,4670200.0,132.6291961669922,1.0,0.3600006103515625,4898200.0
2018-02-09,123.3052749633789,9474000,2,9,4,5.3700103759765625,-0.3300018310546875,121.63340759277344,5.4499969482421875,5.1199951171875,7683300.0,126.1713409423828,2.209991455078125,0.4799957275390625,6176300.0,126.73170471191406,5.7400054931640625,-4.70001220703125,10791200.0,124.6923599243164,6.25,4.470001220703125,10357400.0,129.79986572265625,2.4399871826171875,2.209991455078125,5323600.0,132.62002563476562,1.1800079345703125,-0.3899993896484375,2924800.0,132.6751251220703,1.45001220703125,0.510009765625,4670200.0
